iteration,value_ns
2364,3292
2365,-64792
2366,88709
2367,-25917
2368,-625
2369,3542
2370,-1209
2371,-7666
2372,8000
2373,-8792
2374,10375
2375,-175375
2376,212958
2377,-61041
2378,21458
2379,-9125
2380,-177042
2381,234209
2382,-64125
2383,5125
2384,-834
2385,167
2386,-2542
2387,13292
2388,-2083
2389,-2292
2390,25958
2391,-14875
2392,-750
2393,17792
2394,-16458
2395,2875
2396,-3417
2397,1375
2398,-2625
2399,15250
2400,-27375
2401,17125
2402,-4583
2403,-792
2404,1583
2405,2042
2406,19875
2407,-26333
2408,-8709
2409,-541
2410,-175792
2411,244875
2412,-63708
2413,13041
2414,20250
2415,-27000
2416,7417
2417,-4208
2418,1250
2419,-3625
2420,7041
2421,-4375
2422,250
2423,-333
2424,292
2425,-584
2426,12667
2427,-14958
2428,4666
2429,-2375
2430,9625
2431,-17166
2432,5916
2433,209
2434,3083
2435,4667
2436,-6667
2437,167
2438,-2292
2439,3333
2440,9375
2441,-12708
2442,9917
2443,-12459
2444,7042
2445,-7208
2446,5166
2447,-4791
2448,7000
2449,3916
2450,-3083
2451,-3500
2452,2750
2453,-2083
2454,166
2455,-708
2456,750
2457,7125
2458,-8750
2459,6542
2460,-4792
2461,83
2462,15917
2463,-19875
2464,5208
2465,-7125
2466,7334
2467,-1875
2468,541
2469,-625
2470,-1333
2471,1000
2472,-1208
2473,5583
2474,-9667
2475,35417
2476,-35792
2477,9167
2478,11667
2479,-14250
2480,2750
2481,8833
2482,-14375
2483,11000
2484,-8375
2485,18708
2486,-24750
2487,31834
2488,-32584
2489,9084
2490,-3959
2491,1584
2492,125
2493,-42
2494,-1250
2495,-2583
2496,4125
2497,-750
2498,416
2499,1459
2500,250
2501,-1250
2502,-2125
2503,1500
2504,-84
2505,6375
2506,-7875
2507,1250
2508,-41
2509,125
2510,-500
2511,17791
2512,-20875
2513,7709
2514,4416
2515,-11250
2516,4084
2517,-334
2518,-6041
2519,8000
2520,15083
2521,-21792
2522,4625
2523,12750
2524,-8500
2525,-5166
2526,-2000
2527,5958
2528,-5000
2529,1125
2530,-625
2531,458
2532,-666
2533,17125
2534,-24792
2535,7250
2536,833
2537,-5083
2538,12000
2539,1708
2540,-7833
2541,-42
2542,375
2543,292
2544,-2042
2545,8709
2546,-8917
2547,-3500
2548,29250
2549,-35000
2550,13042
2551,-3417
2552,14333
2553,-18166
2554,9375
2555,-6875
2556,3541
2557,8750
2558,-12791
2559,3958
2560,-5458
2561,9333
2562,-9250
2563,5417
2564,-2042
2565,25500
2566,-29458
2567,5333
2568,42
2569,250
2570,5958
2571,-8625
2572,19625
2573,-22333
2574,2958
2575,917
2576,458
2577,-250
2578,13625
2579,-6125
2580,-9417
2581,15959
2582,-15209
2583,-1458
2584,-1167
2585,14417
2586,-7042
2587,-3750
2588,417
2589,0
2590,-583
2591,1000
2592,-292
2593,3958
2594,-3500
2595,-5166
2596,6791
2597,-2333
2598,-4500
2599,22917
2600,-24500
2601,19250
2602,-18167
2603,6708
2604,-708
2605,-5792
2606,5625
2607,-541
2608,791
2609,-1375
2610,-1458
2611,2958
2612,-541
2613,-125
2614,12833
2615,-958
2616,-13000
2617,9958
2618,-16583
2619,5041
2620,5625
2621,-3916
2622,19291
2623,-22791
2624,5750
2625,25083
2626,-32458
2627,3750
2628,2583
2629,-833
2630,1166
2631,-1500
2632,0
2633,3000
2634,-1416
2635,-1292
2636,3500
2637,-8250
2638,3208
2639,4042
2640,-2542
2641,500
2642,-666
2643,541
2644,-541
2645,10208
2646,625
2647,4250
2648,-17792
2649,4667
2650,-5708
2651,9416
2652,-9916
2653,6875
2654,-2292
2655,167
2656,-500
2657,500
2658,-625
2659,-1084
2660,667
2661,2083
2662,-4666
2663,5458
2664,-2083
2665,6583
2666,-7708
2667,1125
2668,-250
2669,5416
2670,-10708
2671,25542
2672,-25667
2673,10625
2674,-5792
2675,1625
2676,-458
2677,292
2678,-834
2679,84
2680,-1042
2681,18750
2682,-21708
2683,24208
2684,-23667
2685,19542
2686,-19625
2687,7000
2688,-7042
2689,6042
2690,-2833
2691,3041
2692,2292
2693,12167
2694,-8500
2695,5666
2696,-12625
2697,1750
2698,19667
2699,-31208
2700,11791
2701,-3750
2702,250
2703,4125
2704,-8541
2705,8541
2706,-3208
2707,51250
2708,-65125
2709,27208
2710,-14375
2711,1417
2712,15667
2713,-16209
2714,1667
2715,-1292
2716,-958
2717,333
2718,-666
2719,22916
2720,-26458
2721,6042
2722,6791
2723,-16791
2724,10333
2725,2250
2726,5417
2727,-16959
2728,18667
2729,-17167
2730,6500
2731,20750
2732,-7541
2733,-15917
2734,3375
2735,-667
2736,-3750
2737,4250
2738,-1875
2739,-500
2740,-1750
2741,9000
2742,-7250
2743,20875
2744,-24708
2745,6333
2746,-2500
2747,2917
2748,-1958
2749,750
2750,-542
2751,1125
2752,15084
2753,-19792
2754,2750
2755,25167
2756,-29834
2757,20667
2758,-13833
2759,-3250
2760,-667
2761,4208
2762,-2875
2763,167
2764,-83
2765,666
2766,-958
2767,19625
2768,-5625
2769,-8750
2770,-4750
2771,1583
2772,-2166
2773,1041
2774,-875
2775,375
2776,3125
2777,-833
2778,-4917
2779,10542
2780,-8083
2781,2500
2782,-1709
2783,12834
2784,-14417
2785,2083
2786,2375
2787,-2875
2788,-666
2789,416
2790,1542
2791,11375
2792,-8083
2793,-5042
2794,20000
2795,-11500
2796,-12583
2797,6541
2798,-2416
2799,-4834
2800,6125
2801,1625
2802,-5250
2803,750
2804,2000
2805,42
2806,-2750
2807,4917
2808,-2584
2809,375
2810,-291
2811,-292
2812,14625
2813,-6500
2814,-9458
2815,12500
2816,-13042
2817,3542
2818,-1792
2819,2542
2820,-2084
2821,1792
2822,-2125
2823,1208
2824,-1375
2825,875
2826,-3000
2827,18959
2828,-20042
2829,5208
2830,-2041
2831,250
2832,-334
2833,4125
2834,-4375
2835,1875
2836,-1125
2837,542
2838,-2083
2839,13916
2840,-15583
2841,11792
2842,-14292
2843,4500
2844,1417
2845,19541
2846,-5916
2847,-12875
2848,-500
2849,625
2850,-3834
2851,21000
2852,-14958
2853,-3292
2854,500
2855,-166
2856,9500
2857,-12000
2858,12958
2859,-1458
2860,-14250
2861,7083
2862,-2000
2863,20333
2864,-23583
2865,5333
2866,-2291
2867,17750
2868,-22250
2869,5625
2870,-1375
2871,-334
2872,750
2873,9542
2874,-15667
2875,10334
2876,12291
2877,-21125
2878,6084
2879,-5625
2880,4833
2881,-5542
2882,6459
2883,-2750
2884,2333
2885,26042
2886,-23959
2887,-5125
2888,959
2889,-195792
2890,30458
2891,216417
2892,-58750
2893,42417
2894,-40584
2895,14750
2896,-6666
2897,13875
2898,-19375
2899,18583
2900,-17750
2901,3000
2902,10000
2903,-9875
2904,0
2905,5000
2906,-5500
2907,1417
2908,-1125
2909,541
2910,1667
2911,-1375
2912,14417
2913,-4167
2914,-16292
2915,7292
2916,-4958
2917,5041
2918,-3208
2919,2917
2920,-1625
2921,3333
2922,-375
2923,-1750
2924,-1625
2925,22583
2926,-26458
2927,5167
2928,625
2929,-6417
2930,6833
2931,-1958
2932,-14250
2933,14792
2934,291
2935,-625
2936,167
2937,-542
2938,8792
2939,-9292
2940,-2083
2941,5042
2942,-1667
2943,-208
2944,7000
2945,9708
2946,-23542
2947,9125
2948,-2208
2949,42
2950,-625
2951,13916
2952,9875
2953,-23916
2954,9458
2955,-14708
2956,9625
2957,5416
2958,-26625
2959,3417
2960,-1792
2961,2709
2962,-1875
2963,-209
2964,21542
2965,11250
2966,-12542
2967,-8333
2968,5875
2969,11292
2970,7208
2971,-27125
2972,10875
2973,-5167
2974,2292
2975,-1042
2976,16334
2977,-8834
2978,-1458
2979,1292
2980,-9959
2981,1959
2982,458
2983,-1000
2984,125
2985,-4958
2986,7041
2987,917
2988,13375
2989,-19833
2990,5375
2991,-1959
2992,-208
2993,-1583
2994,6541
2995,-9625
2996,7167
2997,-6167
2998,12542
2999,-11375
3000,8042
3001,12583
3002,-30417
3003,16292
3004,-5167
3005,1209
3006,-1375
3007,2291
3008,-1541
3009,15916
3010,-16458
3011,6250
3012,-6042
3013,18834
3014,-21792
3015,19000
3016,-19458
3017,5833
3018,6750
3019,-7458
3020,2666
3021,-2375
3022,-958
3023,1833
3024,-875
3025,13167
3026,-17667
3027,5209
3028,-1792
3029,458
3030,-958
3031,2042
3032,11583
3033,-17000
3034,5458
3035,-1041
3036,-334
3037,15292
3038,-19042
3039,5667
3040,-2458
3041,750
3042,875
3043,-1959
3044,-2500
3045,13917
3046,-12125
3047,6625
3048,-10583
3049,28333
3050,-26625
3051,6542
3052,-3042
3053,917
3054,1625
3055,2500
3056,-10250
3057,7416
3058,-2208
3059,1292
3060,-1250
3061,-68667
3062,85625
3063,-24500
3064,10917
3065,41708
3066,-73333
3067,39625
3068,-13625
3069,42541
3070,-48166
3071,13041
3072,-8083
3073,39667
3074,-52500
3075,33958
3076,-21292
3077,5750
3078,-2625
3079,500
3080,-1250
3081,6459
3082,-5834
3083,959
3084,-1000
3085,15541
3086,-17166
3087,3666
3088,-208
3089,-958
3090,-3459
3091,5500
3092,-2708
3093,458
3094,-666
3095,750
3096,-1084
3097,4000
3098,-1166
3099,83
3100,-1458
3101,-875
3102,-292
3103,1708
3104,-1791
3105,583
3106,9083
3107,-9416
3108,1000
3109,9708
3110,-13417
3111,5750
3112,12125
3113,-14833
3114,28458
3115,-33500
3116,11667
3117,-5875
3118,3500
3119,-5542
3120,792
3121,14958
3122,-18500
3123,6084
3124,-7292
3125,8375
3126,9625
3127,-11208
3128,-1750
3129,7958
3130,-10875
3131,5042
3132,-2250
3133,-4167
3134,5292
3135,-6750
3136,3750
3137,-1750
3138,9833
3139,8792
3140,-20792
3141,2917
3142,3333
3143,292
3144,-1167
3145,16958
3146,-23791
3147,11000
3148,-3625
3149,-2042
3150,1250
3151,1667
3152,-1209
3153,9334
3154,-12292
3155,21375
3156,-21292
3157,20125
3158,-20625
3159,5917
3160,-2125
3161,11542
3162,-15959
3163,5500
3164,-1416
3165,750
3166,1375
3167,-959
3168,-1041
3169,17125
3170,-20792
3171,6292
3172,2750
3173,-6250
3174,-1167
3175,3917
3176,-2084
3177,250
3178,10334
3179,4291
3180,-16541
3181,21250
3182,-23084
3183,7334
3184,-3625
3185,10125
3186,-1042
3187,-10833
3188,-1959
3189,4334
3190,625
3191,-792
3192,-542
3193,16542
3194,-24958
3195,10875
3196,-4834
3197,2375
3198,2209
3199,-1209
3200,15500
3201,-23208
3202,11083
3203,-4291
3204,3208
3205,14583
3206,-15583
3207,1750
3208,-4042
3209,10292
3210,2167
3211,-12625
3212,416
3213,625
3214,-916
3215,791
3216,-666
3217,5625
3218,-6292
3219,5458
3220,-6833
3221,-3000
3222,6667
3223,-917
3224,-1042
3225,3167
3226,-2458
3227,3041
3228,-3958
3229,-3042
3230,4250
3231,-250
3232,-500
3233,18542
3234,-19625
3235,8375
3236,2542
3237,-11792
3238,5833
3239,-2666
3240,-334
3241,-625
3242,20667
3243,-25458
3244,8208
3245,-3500
3246,10292
3247,-12042
3248,4917
3249,-2875
3250,291
3251,-4375
3252,9584
3253,-11125
3254,24291
3255,-26208
3256,15000
3257,-7417
3258,375
3259,4542
3260,-5125
3261,6625
3262,-7292
3263,750
3264,23250
3265,-24791
3266,4416
3267,14834
3268,-20875
3269,6666
3270,-4958
3271,-3250
3272,26667
3273,-25334
3274,3084
3275,291
3276,-416
3277,541
3278,917
3279,18708
3280,375
3281,-23833
3282,4958
3283,-791
3284,-792
3285,125
3286,-83
3287,250
3288,-292
3289,12625
3290,-15250
3291,21583
3292,-22791
3293,14125
3294,-12875
3295,4541
3296,-1666
3297,-167
3298,-458
3299,13583
3300,-6667
3301,4875
3302,917
3303,208
3304,-15875
3305,5584
3306,-4542
3307,3708
3308,-1625
3309,959
3310,-875
3311,458
3312,-250
3313,-1375
3314,1375
3315,14625
3316,-8750
3317,-6042
3318,-208
3319,42
3320,-125
3321,24000
3322,-39625
3323,20375
3324,-5875
3325,1333
3326,6417
3327,10875
3328,-19875
3329,5166
3330,-4750
3331,4542
3332,-2333
3333,1291
3334,-1500
3335,667
3336,-708
3337,4666
3338,-5250
3339,3792
3340,-2375
3341,-83
3342,-334
3343,1500
3344,-1875
3345,667
3346,-458
3347,3250
3348,-165417
3349,200792
3350,-47459
3351,25167
3352,-20083
3353,12750
3354,-11917
3355,9458
3356,-6875
3357,1500
3358,7250
3359,-10708
3360,1833
3361,1625
3362,-4833
3363,24667
3364,-25709
3365,17500
3366,-1000
3367,-15083
3368,5042
3369,2083
3370,-8125
3371,6833
3372,-2416
3373,333
3374,-625
3375,15000
3376,-18375
3377,5250
3378,4417
3379,-5834
3380,-2916
3381,5833
3382,-2792
3383,-3125
3384,3667
3385,18250
3386,-15833
3387,10833
3388,-14750
3389,8625
3390,-9792
3391,18417
3392,-20458
3393,13541
3394,-12000
3395,4292
3396,-6875
3397,6958
3398,-2333
3399,-1958
3400,3458
3401,-583
3402,458
3403,7292
3404,-4084
3405,3917
3406,-750
3407,-10542
3408,6125
3409,-2625
3410,209
3411,-375
3412,22458
3413,-26458
3414,6875
3415,-4709
3416,2375
3417,-2166
3418,4583
3419,6375
3420,-13167
3421,6417
3422,-2583
3423,208
3424,-333
3425,17291
3426,-22416
3427,1666
3428,4959
3429,-1209
3430,3625
3431,-3333
3432,-292
3433,-1750
3434,1667
3435,2875
3436,-2792
3437,20500
3438,-24208
3439,5500
3440,-1833
3441,125
3442,5000
3443,-4792
3444,-1167
3445,-5458
3446,6042
3447,3333
3448,-3208
3449,17833
3450,-25541
3451,11416
3452,-8500
3453,13000
3454,-10458
3455,16250
3456,-20042
3457,4334
3458,11750
3459,-14875
3460,14541
3461,-14458
3462,25542
3463,-25167
3464,6708
3465,-2500
3466,1792
3467,-5167
3468,5084
3469,-1792
3470,83
3471,-5750
3472,7375
3473,-4708
3474,11375
3475,-5958
3476,5000
3477,-11500
3478,4625
3479,8083
3480,-13875
3481,9750
3482,-4583
3483,-1375
3484,3166
3485,-1166
3486,8500
3487,15250
3488,-28042
3489,6167
3490,-109209
3491,135042
3492,-38083
3493,13250
3494,-3584
3495,209
3496,-292
3497,19958
3498,-27208
3499,22417
3500,-19084
3501,7042
3502,-2125
3503,-83
3504,-209
3505,6417
3506,-8750
3507,1458
3508,-500
3509,709
3510,-1667
3511,18333
3512,-20375
3513,9500
3514,-11708
3515,7917
3516,26291
3517,-34333
3518,6375
3519,-792
3520,-83
3521,-5750
3522,4708
3523,22667
3524,-26375
3525,7667
3526,-3709
3527,6125
3528,-6291
3529,2166
3530,1834
3531,-2084
3532,-916
3533,4125
3534,-4292
3535,12708
3536,-14875
3537,5417
3538,-2458
3539,1833
3540,3375
3541,-4292
3542,-958
3543,5417
3544,-5542
3545,2708
3546,-3958
3547,5750
3548,-5292
3549,2000
3550,-1083
3551,583
3552,16584
3553,-17959
3554,1750
3555,3459
3556,-5625
3557,2166
3558,-5875
3559,9667
3560,-4667
3561,875
3562,-1083
3563,-2167
3564,3667
3565,13333
3566,-5541
3567,-9750
3568,13458
3569,-13750
3570,-1333
3571,19000
3572,-20084
3573,5750
3574,-2416
3575,541
3576,-583
3577,5458
3578,-6875
3579,8709
3580,-10375
3581,8708
3582,-7125
3583,12917
3584,-4625
3585,-4542
3586,32458
3587,-39166
3588,13875
3589,-12250
3590,3958
3591,-3125
3592,-292
3593,12959
3594,-8292
3595,20792
3596,-27042
3597,6458
3598,-3041
3599,3125
3600,-8625
3601,16041
3602,-12708
3603,4042
3604,-2334
3605,20500
3606,-22958
3607,4167
3608,-834
3609,1084
3610,5666
3611,-7500
3612,8125
3613,-11291
3614,19958
3615,-4708
3616,-7542
3617,-3417
3618,-125
3619,24209
3620,-25292
3621,24875
3622,-32875
3623,13125
3624,-5208
3625,3708
3626,-2375
3627,0
3628,0
3629,167
3630,-667
3631,625
3632,7875
3633,6292
3634,-18209
3635,8959
3636,-5834
3637,5959
3638,-6334
3639,1417
3640,833
3641,12750
3642,-22416
3643,11958
3644,-3000
3645,-18708
3646,34791
3647,-5166
3648,-13417
3649,3625
3650,-2083
3651,875
3652,-5375
3653,6833
3654,-2500
3655,-2708
3656,4083
3657,-5958
3658,20125
3659,-20584
3660,11959
3661,-3917
3662,-6250
3663,6708
3664,-2500
3665,6167
3666,-1208
3667,-5584
3668,125
3669,792
3670,-1000
3671,18625
3672,-20125
3673,3708
3674,-1166
3675,500
3676,541
3677,-458
3678,-4083
3679,333
3680,3958
3681,-833
3682,-542
3683,13667
3684,-19333
3685,20916
3686,-23166
3687,31083
3688,-30208
3689,6000
3690,-792
3691,-2083
3692,-334
3693,2000
3694,11875
3695,-4500
3696,-9458
3697,7833
3698,-6750
3699,6250
3700,-3666
3701,2541
3702,-1666
3703,500
3704,-292
3705,8500
3706,-10125
3707,23292
3708,-27084
3709,8334
3710,-8167
3711,5500
3712,13042
3713,-8084
3714,-3333
3715,-1042
3716,-1250
3717,542
3718,-3250
3719,24708
3720,-19666
3721,-6959
3722,5917
3723,-792
3724,-250
3725,19250
3726,-21458
3727,1417
3728,625
3729,4125
3730,-7750
3731,27708
3732,-27875
3733,5208
3734,22250
3735,-28375
3736,5792
3737,-1542
3738,-2791
3739,4416
3740,-3291
3741,8708
3742,-7250
3743,23583
3744,-28250
3745,6959
3746,4916
3747,-5541
3748,-1875
3749,958
3750,-667
3751,500
3752,-416
3753,7625
3754,-10917
3755,7083
3756,-1416
3757,15541
3758,-16458
3759,1292
3760,-42
3761,125
3762,4167
3763,-7167
3764,5417
3765,3000
3766,-11792
3767,13667
3768,-12209
3769,14084
3770,541
3771,-166
3772,-2917
3773,-1708
3774,-6959
3775,334
3776,-3167
3777,20917
3778,-19167
3779,2500
3780,6208
3781,-8583
3782,-3208
3783,1083
3784,1083
3785,-2750
3786,4334
3787,-3875
3788,-417
3789,17917
3790,-16459
3791,-9375
3792,49209
3793,-57459
3794,11125
3795,-6583
3796,4792
3797,8708
3798,12292
3799,-14334
3800,17375
3801,-26416
3802,21500
3803,-21000
3804,-58500
3805,94291
3806,-210750
3807,240459
3808,-63209
3809,22042
3810,-16792
3811,7750
3812,-2000
3813,-3458
3814,7667
3815,-4750
3816,19875
3817,-190792
3818,217292
3819,-48292
3820,4833
3821,-5708
3822,2042
3823,-1042
3824,6750
3825,958
3826,6125
3827,-5750
3828,-76375
3829,92584
3830,-11417
3831,-11750
3832,-5917
3833,-2125
3834,9167
3835,-4792
3836,5792
3837,-14083
3838,16458
3839,-7542
3840,5000
3841,21584
3842,-40167
3843,22792
3844,1125
3845,-57084
3846,78917
3847,-29792
3848,3917
3849,-1375
3850,12125
3851,-14500
3852,3000
3853,15208
3854,-19250
3855,5709
3856,1916
3857,-4541
3858,-2917
3859,17000
3860,-20167
3861,15042
3862,-8917
3863,2084
3864,-2834
3865,19542
3866,-22208
3867,4250
3868,-5500
3869,2583
3870,1750
3871,4042
3872,-5375
3873,1750
3874,-500
3875,3750
3876,-4250
3877,21750
3878,-24167
3879,5167
3880,-2334
3881,1500
3882,3125
3883,-4625
3884,-182583
3885,239667
3886,-68084
3887,14417
3888,-3708
3889,14958
3890,-18708
3891,16625
3892,-10167
3893,2167
3894,-183250
3895,-8292
3896,222333
3897,-59958
3898,25375
3899,-14167
3900,5250
3901,3375
3902,33709
3903,-40542
3904,31500
3905,-15042
3906,11167
3907,1083
3908,-18541
3909,6250
3910,9041
3911,-20916
3912,12458
3913,-2083
3914,-2000
3915,10125
3916,-9167
3917,2500
3918,-3208
3919,4041
3920,-6791
3921,4041
3922,-3125
3923,3917
3924,-8833
3925,28416
3926,-32250
3927,11167
3928,-7792
3929,9292
3930,-7708
3931,6833
3932,-2667
3933,-125
3934,-208
3935,500
3936,500
3937,18542
3938,-27792
3939,13542
3940,-7584
3941,4834
3942,-6167
3943,6125
3944,-143083
3945,178625
3946,-47209
3947,19042
3948,-11792
3949,417
3950,-250
3951,2000
3952,3125
3953,-3250
3954,10333
3955,-10958
3956,2292
3957,-4500
3958,4875
3959,-2209
3960,-7083
3961,8708
3962,16542
3963,-21792
3964,6000
3965,-5416
3966,1541
3967,7542
3968,-9833
3969,1625
3970,20208
3971,-16000
3972,-5167
3973,1334
3974,-2292
3975,15875
3976,-12833
3977,2333
3978,3333
3979,5750
3980,13959
3981,-29875
3982,10083
3983,-3000
3984,583
3985,-2125
3986,542
3987,-917
3988,14917
3989,-17375
3990,4208
3991,-8541
3992,19750
3993,-17625
3994,3500
3995,2875
3996,-1250
3997,-792
3998,4792
3999,-5625
4000,16041
4001,-19166
4002,11916
4003,-4125
4004,-1916
4005,-1292
4006,-2167
4007,5875
4008,-3875
4009,209
4010,708
4011,-667
4012,17084
4013,-19542
4014,13083
4015,-16208
4016,7042
4017,36458
4018,-44375
4019,6750
4020,1000
4021,-583
4022,-4000
4023,5333
4024,15500
4025,-21042
4026,4334
4027,-5625
4028,7375
4029,-2500
4030,791
4031,-958
4032,1583
4033,-4416
4034,5750
4035,-2834
4036,17209
4037,-14209
4038,-3750
4039,334
4040,500
4041,-167
4042,375
4043,-333
4044,-167
4045,15333
4046,-17125
4047,1625
4048,3084
4049,-7167
4050,10500
4051,-6000
4052,708
4053,-416
4054,-334
4055,292
4056,-1625
4057,1625
4058,-458
4059,17791
4060,-24083
4061,27708
4062,-23208
4063,7667
4064,-6084
4065,2667
4066,-8167
4067,20375
4068,-20916
4069,8500
4070,-6292
4071,6250
4072,15792
4073,-1667
4074,-22917
4075,6125
4076,1334
4077,83
4078,-542
4079,417
4080,12292
4081,-18959
4082,17834
4083,-959
4084,-9791
4085,24916
4086,-31666
4087,11083
4088,-5667
4089,9000
4090,-9958
4091,3333
4092,-2541
4093,8625
4094,-5000
4095,-3125
4096,14250
4097,20291
4098,-38458
4099,6458
4100,-2791
4101,958
4102,2750
4103,-2708
4104,-4709
4105,5625
4106,3500
4107,-166
4108,-8459
4109,31542
4110,-32917
4111,7459
4112,-2625
4113,3458
4114,-1875
4115,6750
4116,-9958
4117,3583
4118,-2042
4119,792
4120,-1000
4121,24000
4122,-24000
4123,2167
4124,-2000
4125,-2167
4126,7042
4127,-4417
4128,-3292
4129,4834
4130,10875
4131,-14625
4132,3583
4133,14167
4134,-19042
4135,4000
4136,-292
4137,24459
4138,-35125
4139,14541
4140,-8166
4141,6041
4142,-2500
4143,375
4144,-500
4145,16875
4146,-15124
4147,-6167
4148,2458
4149,4042
4150,-1958
4151,833
4152,-417
4153,-1708
4154,1667
4155,375
4156,-917
4157,17333
4158,-20125
4159,5459
4160,9250
4161,-39125
4162,47791
4163,-24583
4164,5375
4165,-1000
4166,-2750
4167,6375
4168,24500
4169,-14750
4170,-17625
4171,1042
4172,4750
4173,-1167
4174,-542
4175,709
4176,583
4177,-2875
4178,-1958
4179,17208
4180,-13083
4181,24000
4182,-29292
4183,7458
4184,-2708
4185,292
4186,-292
4187,25167
4188,-30625
4189,7500
4190,-5125
4191,1083
4192,750
4193,6500
4194,-10458
4195,8000
4196,-2500
4197,1208
4198,-5167
4199,6125
4200,-2500
4201,542
4202,-5042
4203,6459
4204,-1834
4205,11000
4206,-13625
4207,2459
4208,2458
4209,-1208
4210,-584
4211,292
4212,-583
4213,6500
4214,-95000
4215,113166
4216,-30000
4217,39875
4218,-45041
4219,27125
4220,-23375
4221,9500
4222,3583
4223,21250
4224,-28042
4225,8167
4226,-9250
4227,3500
4228,-2042
4229,20875
4230,-12125
4231,-9458
4232,750
4233,-333
4234,-1667
4235,29500
4236,-33375
4237,8583
4238,-2458
4239,-125
4240,-250
4241,18375
4242,-25000
4243,14458
4244,-12333
4245,45458
4246,-46041
4247,6083
4248,-4417
4249,2167
4250,9208
4251,-12125
4252,834
4253,18416
4254,-31833
4255,14917
4256,-6459
4257,-6916
4258,4375
4259,7041
4260,-9125
4261,5250
4262,-3250
4263,-7333
4264,6667
4265,1208
4266,-1917
4267,-3000
4268,292
4269,2458
4270,-3750
4271,26125
4272,-2625
4273,-23208
4274,-3750
4275,1292
4276,0
4277,-1834
4278,6417
4279,-181792
4280,224167
4281,-30375
4282,1000
4283,5250
4284,-5208
4285,-159209
4286,204875
4287,-47500
4288,14625
4289,7584
4290,-22459
4291,6459
4292,-3417
4293,1125
4294,-1167
4295,459
4296,-542
4297,625
4298,18458
4299,-26458
4300,7958
4301,31417
4302,-36417
4303,6000
4304,-2208
4305,375
4306,-542
4307,167
4308,11042
4309,-11084
4310,5584
4311,-4500
4312,4625
4313,-3584
4314,2209
4315,-4417
4316,208
4317,709
4318,-625
4319,375
4320,-625
4321,2875
4322,-1084
4323,-333
4324,-1042
4325,32334
4326,-186834
4327,13417
4328,177792
4329,-34209
4330,-1583
4331,-500
4332,-4792
4333,6500
4334,-2000
4335,10792
4336,-13500
4337,24917
4338,-28709
4339,18375
4340,4917
4341,-17417
4342,6292
4343,15083
4344,-11833
4345,1458
4346,3250
4347,-10000
4348,-7666
4349,29708
4350,-31250
4351,4500
4352,-14167
4353,18709
4354,-6709
4355,5542
4356,-1958
4357,291
4358,-583
4359,5125
4360,9583
4361,6250
4362,-21041
4363,1458
4364,7875
4365,-14750
4366,8625
4367,18292
4368,-30084
4369,11959
4370,-3042
4371,375
4372,-875
4373,23625
4374,-28000
4375,6750
4376,-6500
4377,2375
4378,1917
4379,666
4380,4959
4381,12875
4382,-20834
4383,14084
4384,-11250
4385,39416
4386,-44583
4387,7667
4388,-2459
4389,417
4390,-750
4391,542
4392,-542
4393,2125
4394,167
4395,-1334
4396,-791
4397,29708
4398,-35708
4399,9000
4400,-3167
4401,3333
4402,-2958
4403,125
4404,-917
4405,24459
4406,-28709
4407,11500
4408,-9166
4409,-959
4410,2625
4411,1250
4412,125
4413,-333
4414,208
4415,-708
4416,167
4417,-792
4418,958
4419,14542
4420,-15000
4421,8833
4422,15375
4423,-28833
4424,6958
4425,-2250
4426,625
4427,-833
4428,417
4429,-334
4430,2167
4431,-6542
4432,6000
4433,917
4434,3125
4435,-6333
4436,1583
4437,32125
4438,-27083
4439,-7042
4440,1542
4441,-459
4442,-3166
4443,1166
4444,3750
4445,-4791
4446,14541
4447,-12958
4448,2708
4449,-583
4450,250
4451,-542
4452,875
4453,-5541
4454,11166
4455,-7500
4456,3125
4457,-708
4458,-500
4459,13958
4460,-18125
4461,125
4462,4750
4463,-1708
4464,3458
4465,-3208
4466,7042
4467,-11792
4468,7417
4469,-2709
4470,23209
4471,-28500
4472,26541
4473,-26666
4474,9708
4475,-9917
4476,1792
4477,24042
4478,-28209
4479,12500
4480,-6125
4481,1792
4482,3042
4483,-7209
4484,1000
4485,-2875
4486,7584
4487,166
4488,-1625
4489,125
4490,-708
4491,583
4492,11167
4493,-13083
4494,1416
4495,19750
4496,-24166
4497,7750
4498,-4625
4499,3500
4500,-3709
4501,2584
4502,-1459
4503,917
4504,-792
4505,375
4506,6750
4507,12875
4508,-23333
4509,11958
4510,-10500
4511,4000
4512,6375
4513,6375
4514,-10166
4515,-4542
4516,-83
4517,625
4518,22833
4519,-9542
4520,-16750
4521,4584
4522,-1834
4523,-5583
4524,6875
4525,-917
4526,7250
4527,16875
4528,-28541
4529,18250
4530,-19750
4531,42125
4532,-45500
4533,12708
4534,-5083
4535,3541
4536,-2208
4537,14208
4538,-17083
4539,4833
4540,16209
4541,-19125
4542,1500
4543,22583
4544,-27583
4545,6791
4546,-2375
4547,2750
4548,-2833
4549,792
4550,3416
4551,-8166
4552,5166
4553,-4375
4554,9167
4555,-6875
4556,22875
4557,-26875
4558,7125
4559,-2208
4560,666
4561,6084
4562,-7834
4563,-916
4564,4125
4565,9750
4566,2750
4567,-16667
4568,26875
4569,-29875
4570,6958
4571,-2041
4572,2333
4573,-2042
4574,417
4575,-792
4576,459
